"","id","quote","rating","date","reviewnospace"
"574","rn370921524","People say don't take this airline, but...",4,"Reviewed May 7, 2016
","So far my experience with this flying lion is quite good, despite of so many complaints filed by delayed passengers in the TV. Luckily I have not got the bad experience myself.I like the new fleets of 737-300 and sometimes I even arrived earlier than scheduled. Price is comparable with other low cost airlines. Stewardesses usually young and beautiful...."
"575","rn370823905","On time Service for Thai Lion Air",4,"Reviewed May 6, 2016
","Flown economy class this time from Singapore to Bangkok via Don Mueang International Airport. I chose them since the fare was very cheap for a one way ticket even if it was a last minute booking and the timing was excellent. Checked-in at Terminal 3 in Changi Airport and it was fast. Flight left on-time and arrived safely in DMK..."
"576","rn370299840","A bit uncomfort",3,"Reviewed May 4, 2016
","What I can say is this airline is just fine for someones who want a cheap price ticket. When I am booking the ticket, I can see that it is kind of weird. When the time running close to the booking time, the price increased. I am so confused. And they cut some services too if I am right."
"577","rn369046817","Average though convenient local airline",3,"Reviewed April 30, 2016
","Average Asian airline, though very convenient if travelling locally between the main cities of Thailand. Ground staff particularly picky when it comes to the size and weight of your luggage, so you better double check it before attempting to check in. Still, far better service and aircraft comfort comparing to cheap European airlines such as WizzAir and Ryanair!"
"578","rn365718099","acctually flew with a subsidary, wings air,",3,"Reviewed April 20, 2016
","left on time and arrived on time, fair service during the flight. cabincrew didn't quite relaise why they were on the flight"
"579","rn365552065","Delay 1 Hours",3,"Reviewed April 19, 2016
","my first flight bangkok - jakarta is delay make me arrive jakarta at time 16.00 but i have flight with lion air jakarta - jogjakarta at 18.00 i afraid the time will not enough make me direct to gate until time 10 minute before depart time i just know it delay them just announce and them give break for delay..."
"580","rn365266216","What to say about it...",3,"Reviewed April 18, 2016
","Well, what to say about Lion Air. I flew with Lion air since 2003 at that time the service was awesome, they still offered full board service. But since they become LCC and offered lower price ticket they have to cut their full board service. Now, I often flew Denpasar via Makasar to Ambon route. I personally never had terrible..."
"581","rn365013511","Delay and Poor Handling",1,"Reviewed April 17, 2016
","Original schedule is 08.20, got sms that the schedule moved earlier to 07.20.By the time to boarding time, airport speaker announced about delay for the next 1 hour, after 1 hour waiting, nothing happened, we asked lion gate counter and they said it's actually still delayed for another 1 hour, and we finally on board on 9.30.Management should..."
"582","rn364841960","Experience was good",4,"Reviewed April 17, 2016
","I flew with them twice already during the busy Loy Krathong period. Flight was on time even if the airports were really busy."
"583","rn364733373","Delayed flights",4,"Reviewed April 16, 2016
","Airlines that offer cheap price but time management is a bit slow but overall is a good. can't complain too much because it's already offer cheaper price that already includes luggage."
"584","rn364031397","Bad service with bad mood employees",3,"Reviewed April 13, 2016
","Even in a domestic flight you expect a good quality service but with this airline/flight we experienced a bad service.It looked that the employees were in a mad mood when you entered the plane.You're use to get a big smile and Welcome with other companies.Good flight and landing.Airplane not bad."
"585","rn362704781","Good service with low cost",4,"Reviewed April 9, 2016
","Unlike other low-cost airlines, Lion Air is competitively priced and is offering a 20kg baggage and seat selection for free. The aircraft was a brand new Boeing 737-800, timely departure, attentive crew. Was pleasantly surprised with them."
"586","rn362442650","More expectation!!!",5,"Reviewed April 7, 2016
","This flight was improve more service than before. Not only I can both load my baggage 15 kg. and carry on 7 kg. All is 22 kg!!! but I got a little snack on my seat also! Such a perfect flight!!!"
"587","rn362439267","more over expectation",5,"Reviewed April 7, 2016
","The price is reasonable for domestic flight which a short flight. This flight had a little snack for passengers. It's more expectation than I though. Very excellent service!!!"
"588","rn362260746","Great Value",3,"Reviewed April 7, 2016
","Some have complained about this airline, but, for such good value, keep your comments kind. The aircraft I flew was new, a 737. They even served a snack. All this for less than $100 round trip. Come on!"
"589","rn361462382","Delayed delayed delayed",3,"Reviewed April 4, 2016
","We have flown Lion Air 2 times both times we were delayed. Otherwise no complaints make sure you have plenty of time if you have a connecting flight."
"590","rn360871065","Flying from Singapore to Jakarta",4,"Reviewed April 2, 2016
","Took the flight from Singapore Changi Airport to Soekarno Hatta Airport, Jakarta. Waiting for taxi was really bad. Arrived at about 8pm and the taxi that we got was about 2 hours later. Cant complain much as few days back there were a taxi strike. As normally Jakarta is famous for , the traffic jam was very bad. But the..."
"591","rn359937881","Experienced with Delay, but Has Bad Delay Management",2,"Reviewed March 29, 2016
","This airlines has a lot of new boeing 737 aircraft. They also gave cheap price. Unfortunately, the cheap price is related with ""cheap"" hospitality and service. The land crews often being public attention, because crime case with passenger baggage. The check in counter officer also, so many complain about the services such as overload passenger, ""being-late"" check in, etc."
"592","rn359340533","Wings Air",3,"Reviewed March 28, 2016
","As one out of two airlines for this destination, wings air is providing a good services. on time schedule is the most thing i recognize (compare with its reputations)."
